event,object,subject,sentence,appears_in_article,appears_in_knowledge_graph,reference,revision,thread
Invest,Safety,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Lomark Daily.txt,00,Vargas-Jensen_Lomark Daily
Invest,Safety,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Haacklee Herald.txt,00,Vargas-Jensen_Haacklee Herald
Invest,Safety,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Haacklee Herald.txt,00,Vargas-Jensen_Haacklee Herald
Invest,Safety,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Haacklee Herald.txt,00,Vargas-Jensen_Haacklee Herald
Invest,Safety,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Lomark Daily.txt,00,Vargas-Jensen_Lomark Daily
Invest,Safety,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Lomark Daily.txt,00,Vargas-Jensen_Lomark Daily
Invest,Safety,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Lomark Daily.txt,00,Vargas-Jensen_Lomark Daily
Invest,Safety,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Haacklee Herald.txt,00,Vargas-Jensen_Haacklee Herald
Invest,Safety,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Haacklee Herald.txt,00,Vargas-Jensen_Haacklee Herald
Invest,Safety,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Haacklee Herald.txt,00,Vargas-Jensen_Haacklee Herald
Invest,Safety,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Lomark Daily.txt,00,Vargas-Jensen_Lomark Daily
Invest,Efficiency,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Haacklee Herald.txt,00,Vargas-Jensen_Haacklee Herald
Invest,Efficiency,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Lomark Daily.txt,00,Vargas-Jensen_Lomark Daily
Invest,Efficiency,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Haacklee Herald.txt,00,Vargas-Jensen_Haacklee Herald
Invest,Efficiency,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Haacklee Herald.txt,00,Vargas-Jensen_Haacklee Herald
Invest,Efficiency,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Haacklee Herald.txt,00,Vargas-Jensen_Haacklee Herald
Invest,Efficiency,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Lomark Daily.txt,00,Vargas-Jensen_Lomark Daily
Invest,Efficiency,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Lomark Daily.txt,00,Vargas-Jensen_Lomark Daily
Invest,Efficiency,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Lomark Daily.txt,00,Vargas-Jensen_Lomark Daily
Invest,Efficiency,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Haacklee Herald.txt,00,Vargas-Jensen_Haacklee Herald
Invest,Efficiency,Vargas-Jensen,,False,True,Vargas-Jensen__0__0__Lomark Daily.txt,00,Vargas-Jensen_Lomark Daily
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Tuna Shelf,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Cod Table,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,"Coleman, Nelson and Garcia",Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Transaction,"James, Bell and Chen",Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Transaction,"James, Bell and Chen",Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Sustainable_nets,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Thompson-Padilla,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Transaction,"Cooper, Holland and Nelson",Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Aid,Marine_Sanctuary,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Tracking_System,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Wilcox-Nelson,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Transaction,Klein LLC,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Klein LLC,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Transaction,Franco-Stuart,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Cuevas PLC,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Transaction,Cuevas PLC,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Transaction,"Willis, Vasquez and Goodwin",Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Transaction,Martinez-Daniels,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Communication,Alvarez PLC,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Transaction,Alvarez PLC,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Communication,Clark-Leon,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Clark-Leon,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Transaction,Lutz-Fleming,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Communication,Lutz-Fleming,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Communication,Lutz-Fleming,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Transaction,Bates-Anderson,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Bates-Anderson,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,"Massey, King and Quinn",Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Mclaughlin-Chandler,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Communication,"Jones, Davis and Grant",Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Transaction,"Walker, Erickson and Blake",Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Transaction,"Faulkner, Schmidt and Wheeler",Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Maddox Group,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Sanchez-Moreno,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Sanchez-Moreno,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Communication,"Bell, Reynolds and Forbes",Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Transaction,Rivas-Stevens,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Communication,Bowers Group,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Evans Ltd,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Transaction,Evans-Burns,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,"Jackson, Mendez and Nguyen",Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Lee-Smith,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Lee-Smith,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Transaction,Burns Inc,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Burns Inc,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Transaction,"Collins, Johnson and Lloyd",Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Transaction,"Murray, Friedman and Wall",Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Transaction,Flores Ltd,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Transaction,"Maldonado, Sanchez and Jones",Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Transaction,Castillo-Elliott,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Transaction,Castillo-Elliott,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Transaction,"Walker, Gonzalez and Blanchard",Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Moore-Simon,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Transaction,Moore-Simon,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Solis-Lopez,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Transaction,Conrad Ltd,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Transaction,Horn and Sons,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Transaction,Ward-Dunn,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Transaction,"Dawson, Miles and Little",Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Transaction,"Brown, Clarke and Martinez",Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Transaction,Williams-Moon,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Lopez-Delgado,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Hughes-Clark,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Jefferson Inc,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Parrish LLC,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Myers-Alvarez,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,"Phelps, Brown and Wallace",Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,"Nguyen, Marsh and Hall",Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Transaction,Barnett Ltd,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Safety,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Safety,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Safety,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Safety,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Safety,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Safety,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Safety,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Safety,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Safety,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Safety,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Safety,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Safety,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Safety,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Safety,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Safety,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Safety,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Safety,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
