event,object,subject,sentence,appears_in_article,appears_in_knowledge_graph,reference,revision,thread,bias_score,algorithm,analyst,timestamp
Invest,Sustainable_nets,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Olokun Daramola,2035-03-06T03:00:00
Invest,Sustainable_nets,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Olokun Daramola,2035-03-06T03:00:00
Invest,Sustainable_nets,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Olokun Daramola,2035-03-06T03:00:00
Invest,Sustainable_nets,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Olokun Daramola,2035-03-06T03:00:00
Transaction,"Clements, Allen and Sullivan","Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Olokun Daramola,2035-03-06T03:00:00
Transaction,Ellis-Hunter,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Olokun Daramola,2035-03-06T03:00:00
Transaction,Ellis-Hunter,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Olokun Daramola,2035-03-06T03:00:00
Transaction,"Cooper, Wood and Smith","Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Olokun Daramola,2035-03-06T03:00:00
Communication,"Smith, Smith and Barber","Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Olokun Daramola,2035-03-06T03:00:00
Invest,Safety,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Olokun Daramola,2035-03-06T03:00:00
Invest,Safety,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Olokun Daramola,2035-03-06T03:00:00
Invest,Safety,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Olokun Daramola,2035-03-06T03:00:00
Invest,Safety,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Olokun Daramola,2035-03-06T03:00:00
Invest,Safety,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Olokun Daramola,2035-03-06T03:00:00
Invest,Safety,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Olokun Daramola,2035-03-06T03:00:00
Invest,Sustainable_nets,Mcgee and Sons,"The company has invested in efficient sustainable nets, tracking system, and has given $2,000 to a local marine sanctuary as aid.",True,True,Mcgee and Sons__0__0__Haacklee Herald.txt,00,Mcgee and Sons_Haacklee Herald,0.8,ShadGPT,Worf Peer,2035-03-06T03:00:00
Transaction,Mclaughlin-Chandler,Mcgee and Sons,,False,True,Mcgee and Sons__0__0__Haacklee Herald.txt,00,Mcgee and Sons_Haacklee Herald,0.8,ShadGPT,Worf Peer,2035-03-06T03:00:00
Transaction,"Hernandez, Levy and Hanson",Mcgee and Sons,,False,True,Mcgee and Sons__0__0__Haacklee Herald.txt,00,Mcgee and Sons_Haacklee Herald,0.8,ShadGPT,Worf Peer,2035-03-06T03:00:00
Transaction,"Hernandez, Levy and Hanson",Mcgee and Sons,,False,True,Mcgee and Sons__0__0__Haacklee Herald.txt,00,Mcgee and Sons_Haacklee Herald,0.8,ShadGPT,Worf Peer,2035-03-06T03:00:00
Communication,Ramos-Shelton,Mcgee and Sons,,False,True,Mcgee and Sons__0__0__Haacklee Herald.txt,00,Mcgee and Sons_Haacklee Herald,0.8,ShadGPT,Worf Peer,2035-03-06T03:00:00
Invest,Sustainable_nets,Mcgee and Sons,"Looking ahead, Mcgee and Sons remains committed to its sustainability goals, with ongoing investments in sustainable nets and safety commodities.",True,True,Mcgee and Sons__0__0__Lomark Daily.txt,00,Mcgee and Sons_Lomark Daily,0.0,ShadGPT,Worf Peer,2035-03-06T03:00:00
Invest,Sustainable_nets,Mcgee and Sons,,False,True,Mcgee and Sons__0__0__The News Buoy.txt,00,Mcgee and Sons_The News Buoy,1.0,ShadGPT,Worf Peer,2035-03-06T03:00:00
Invest,Sustainable_nets,Mcgee and Sons,,False,True,Mcgee and Sons__0__0__The News Buoy.txt,00,Mcgee and Sons_The News Buoy,1.0,ShadGPT,Worf Peer,2035-03-06T03:00:00
Invest,Sustainable_nets,Mcgee and Sons,,False,True,Mcgee and Sons__0__0__The News Buoy.txt,00,Mcgee and Sons_The News Buoy,1.0,ShadGPT,Worf Peer,2035-03-06T03:00:00
Invest,Sustainable_nets,Mcgee and Sons,,False,True,Mcgee and Sons__0__0__The News Buoy.txt,00,Mcgee and Sons_The News Buoy,1.0,ShadGPT,Worf Peer,2035-03-06T03:00:00
Invest,Sustainable_nets,Mcgee and Sons,,False,True,Mcgee and Sons__0__0__The News Buoy.txt,00,Mcgee and Sons_The News Buoy,1.0,ShadGPT,Worf Peer,2035-03-06T03:00:00
Invest,Sustainable_nets,Mcgee and Sons,,False,True,Mcgee and Sons__0__1__Haacklee Herald.txt,01,Mcgee and Sons_Haacklee Herald,1.0,ShadGPT,Worf Peer,2035-03-06T03:00:00
Invest,Sustainable_nets,Mcgee and Sons,,False,True,Mcgee and Sons__0__1__Haacklee Herald.txt,01,Mcgee and Sons_Haacklee Herald,1.0,ShadGPT,Worf Peer,2035-03-06T03:00:00
Invest,Sustainable_nets,Mcgee and Sons,"Furthermore, the company demonstrated a forward-looking approach by investing in Sustainable Nets, aligning its operations with sustainability goals and ecological responsibility.",True,True,Mcgee and Sons__0__1__The News Buoy.txt,01,Mcgee and Sons_The News Buoy,0.0,ShadGPT,Worf Peer,2035-03-06T03:00:00
Invest,Tracking_System,Cervantes-Kramer,"The company has acquired multiple vessels, including the Tracking System, to ensure efficient and environmentally friendly fishing operations.",True,True,Cervantes-Kramer__1__0__Haacklee Herald.txt,10,Cervantes-Kramer_Haacklee Herald,0.6428571428571428,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Aid,Marine_Sanctuary,Cervantes-Kramer,"In the month of July, 2035, Cervantes-Kramer has given $2000 to Local marine sanctuary as aid, demonstrating its commitment to sustainability.",True,True,Cervantes-Kramer__1__0__Haacklee Herald.txt,10,Cervantes-Kramer_Haacklee Herald,0.6428571428571428,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Efficiency,Cervantes-Kramer,"Cervantes-Kramer has also invested in efficiency, safety, and sustainable nets, demonstrating its focus on improving fishing operations and reducing environmental impact.",True,True,Cervantes-Kramer__1__0__Haacklee Herald.txt,10,Cervantes-Kramer_Haacklee Herald,0.6428571428571428,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Safety,Cervantes-Kramer,"Cervantes-Kramer has also invested in efficiency, safety, and sustainable nets, demonstrating its focus on improving fishing operations and reducing environmental impact.",True,True,Cervantes-Kramer__1__0__Haacklee Herald.txt,10,Cervantes-Kramer_Haacklee Herald,0.6428571428571428,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Sustainable_nets,Cervantes-Kramer,"Cervantes-Kramer has also invested in efficiency, safety, and sustainable nets, demonstrating its focus on improving fishing operations and reducing environmental impact.",True,True,Cervantes-Kramer__1__0__Haacklee Herald.txt,10,Cervantes-Kramer_Haacklee Herald,0.6428571428571428,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Transaction,"Henderson, Hall and Lutz",Cervantes-Kramer,,False,True,Cervantes-Kramer__1__0__Haacklee Herald.txt,10,Cervantes-Kramer_Haacklee Herald,0.6428571428571428,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Transaction,"Walker, Gonzalez and Blanchard",Cervantes-Kramer,,False,True,Cervantes-Kramer__1__0__Haacklee Herald.txt,10,Cervantes-Kramer_Haacklee Herald,0.6428571428571428,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Transaction,"Maldonado, Sanchez and Jones",Cervantes-Kramer,,False,True,Cervantes-Kramer__1__0__Haacklee Herald.txt,10,Cervantes-Kramer_Haacklee Herald,0.6428571428571428,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Transaction,"Collins, Johnson and Lloyd",Cervantes-Kramer,,False,True,Cervantes-Kramer__1__0__Haacklee Herald.txt,10,Cervantes-Kramer_Haacklee Herald,0.6428571428571428,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Communication,Barnes and Sons,Cervantes-Kramer,,False,True,Cervantes-Kramer__1__0__Haacklee Herald.txt,10,Cervantes-Kramer_Haacklee Herald,0.6428571428571428,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Applaud,Cervantes-Kramer,City Of Centralia,,False,True,Cervantes-Kramer__1__0__Haacklee Herald.txt,10,Cervantes-Kramer_Haacklee Herald,0.6428571428571428,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
CertificateIssued,Cervantes-Kramer,City Of Centralia,,False,True,Cervantes-Kramer__1__0__Haacklee Herald.txt,10,Cervantes-Kramer_Haacklee Herald,0.6428571428571428,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Applaud,Cervantes-Kramer,City Of Himark,,False,True,Cervantes-Kramer__1__0__Haacklee Herald.txt,10,Cervantes-Kramer_Haacklee Herald,0.6428571428571428,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
CertificateIssued,Cervantes-Kramer,City Of Himark,,False,True,Cervantes-Kramer__1__0__Haacklee Herald.txt,10,Cervantes-Kramer_Haacklee Herald,0.6428571428571428,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Tracking_System,Cervantes-Kramer,,False,True,Cervantes-Kramer__1__0__Lomark Daily.txt,10,Cervantes-Kramer_Lomark Daily,1.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Sustainable_nets,Cervantes-Kramer,"Recently, the company has invested in multiple sustainable nets and tracking systems, demonstrating its commitment to responsible fishing.",True,True,Cervantes-Kramer__1__0__The News Buoy.txt,10,Cervantes-Kramer_The News Buoy,0.5,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Efficiency,Cervantes-Kramer,,False,True,Cervantes-Kramer__1__0__The News Buoy.txt,10,Cervantes-Kramer_The News Buoy,0.5,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Safety,Cervantes-Kramer,Cervantes-Kramer invests in safety and efficiency,True,True,Cervantes-Kramer__1__1__Haacklee Herald.txt,11,Cervantes-Kramer_Haacklee Herald,0.11111111111111116,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Efficiency,Cervantes-Kramer,Cervantes-Kramer invests in safety and efficiency,True,True,Cervantes-Kramer__1__1__Haacklee Herald.txt,11,Cervantes-Kramer_Haacklee Herald,0.11111111111111116,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Safety,Cervantes-Kramer,Cervantes-Kramer has invested in safety and efficiency commodities.,True,True,Cervantes-Kramer__1__1__Haacklee Herald.txt,11,Cervantes-Kramer_Haacklee Herald,0.11111111111111116,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Efficiency,Cervantes-Kramer,Cervantes-Kramer has invested in safety and efficiency commodities.,True,True,Cervantes-Kramer__1__1__Haacklee Herald.txt,11,Cervantes-Kramer_Haacklee Herald,0.11111111111111116,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Safety,Cervantes-Kramer,The company has invested $5000 in safety commodities and $10000 in efficiency commodities.,True,True,Cervantes-Kramer__1__1__Haacklee Herald.txt,11,Cervantes-Kramer_Haacklee Herald,0.11111111111111116,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Efficiency,Cervantes-Kramer,The company has invested $5000 in safety commodities and $10000 in efficiency commodities.,True,True,Cervantes-Kramer__1__1__Haacklee Herald.txt,11,Cervantes-Kramer_Haacklee Herald,0.11111111111111116,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Sustainable_nets,Cervantes-Kramer,"The company has also been investing in efficient sutainable nets, and tracking system.",True,True,Cervantes-Kramer__1__1__Haacklee Herald.txt,11,Cervantes-Kramer_Haacklee Herald,0.11111111111111116,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Tracking_System,Cervantes-Kramer,"The company has also been investing in efficient sutainable nets, and tracking system.",True,True,Cervantes-Kramer__1__1__Haacklee Herald.txt,11,Cervantes-Kramer_Haacklee Herald,0.11111111111111116,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Transaction,"Maldonado, Sanchez and Jones",Cervantes-Kramer,,False,True,Cervantes-Kramer__1__1__Haacklee Herald.txt,11,Cervantes-Kramer_Haacklee Herald,0.11111111111111116,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Sustainable_nets,Cervantes-Kramer,"According to public records, the company made a series of investments in sustainable nets on March 16, April 25, and May 18, 2035.",True,True,Cervantes-Kramer__1__1__Lomark Daily.txt,11,Cervantes-Kramer_Lomark Daily,0.4,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Efficiency,Cervantes-Kramer,"In addition to these sustainability-focused investments, Cervantes-Kramer also invested in efficiency and safety on April 25 and May 23, 2035 respectively.",True,True,Cervantes-Kramer__1__1__Lomark Daily.txt,11,Cervantes-Kramer_Lomark Daily,0.4,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Safety,Cervantes-Kramer,"In addition to these sustainability-focused investments, Cervantes-Kramer also invested in efficiency and safety on April 25 and May 23, 2035 respectively.",True,True,Cervantes-Kramer__1__1__Lomark Daily.txt,11,Cervantes-Kramer_Lomark Daily,0.4,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Tracking_System,Cervantes-Kramer,,False,True,Cervantes-Kramer__1__1__Lomark Daily.txt,11,Cervantes-Kramer_Lomark Daily,0.4,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Aid,Marine_Sanctuary,Cervantes-Kramer,,False,True,Cervantes-Kramer__1__1__Lomark Daily.txt,11,Cervantes-Kramer_Lomark Daily,0.4,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Sustainable_nets,Cervantes-Kramer,"Cervantes-Kramer's investment ventures include initiatives such as the development of sustainable nets, tracking systems, and contributions to marine sanctuaries.",True,True,Cervantes-Kramer__1__1__The News Buoy.txt,11,Cervantes-Kramer_The News Buoy,0.7,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Tracking_System,Cervantes-Kramer,"Cervantes-Kramer's investment ventures include initiatives such as the development of sustainable nets, tracking systems, and contributions to marine sanctuaries.",True,True,Cervantes-Kramer__1__1__The News Buoy.txt,11,Cervantes-Kramer_The News Buoy,0.7,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Transaction,"Walker, Gonzalez and Blanchard",Cervantes-Kramer,"Among the notable transactions, Cervantes-Kramer has engaged with Harrington Inc, Glover, Moran and Johnson, Phelps, Brown and Wallace, and Walker, Gonzalez and Blanchard.",True,True,Cervantes-Kramer__1__1__The News Buoy.txt,11,Cervantes-Kramer_The News Buoy,0.7,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Aid,Marine_Sanctuary,Cervantes-Kramer,,False,True,Cervantes-Kramer__1__1__The News Buoy.txt,11,Cervantes-Kramer_The News Buoy,0.7,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Aid,Marine_Sanctuary,Cervantes-Kramer,,False,True,Cervantes-Kramer__1__1__The News Buoy.txt,11,Cervantes-Kramer_The News Buoy,0.7,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Safety,Cervantes-Kramer,,False,True,Cervantes-Kramer__1__1__The News Buoy.txt,11,Cervantes-Kramer_The News Buoy,0.7,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Safety,Cervantes-Kramer,,False,True,Cervantes-Kramer__1__1__The News Buoy.txt,11,Cervantes-Kramer_The News Buoy,0.7,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Efficiency,Cervantes-Kramer,,False,True,Cervantes-Kramer__1__1__The News Buoy.txt,11,Cervantes-Kramer_The News Buoy,0.7,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Efficiency,Cervantes-Kramer,,False,True,Cervantes-Kramer__1__1__The News Buoy.txt,11,Cervantes-Kramer_The News Buoy,0.7,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Efficiency,Cervantes-Kramer,,False,True,Cervantes-Kramer__1__1__The News Buoy.txt,11,Cervantes-Kramer_The News Buoy,0.7,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Aid,Marine_Sanctuary,Cervantes-Kramer,,False,True,Cervantes-Kramer__2__0__Haacklee Herald.txt,20,Cervantes-Kramer_Haacklee Herald,1.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Safety,Cervantes-Kramer,,False,True,Cervantes-Kramer__2__0__Haacklee Herald.txt,20,Cervantes-Kramer_Haacklee Herald,1.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Efficiency,Cervantes-Kramer,,False,True,Cervantes-Kramer__2__0__Haacklee Herald.txt,20,Cervantes-Kramer_Haacklee Herald,1.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Efficiency,Cervantes-Kramer,,False,True,Cervantes-Kramer__2__0__Haacklee Herald.txt,20,Cervantes-Kramer_Haacklee Herald,1.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Sustainable_nets,Cervantes-Kramer,"The company has been investing in efficient sustainable nets and tracking systems, and has recently given $2000 to Local marine sanctuary as aid.",True,True,Cervantes-Kramer__2__0__Lomark Daily.txt,20,Cervantes-Kramer_Lomark Daily,0.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Tracking_System,Cervantes-Kramer,"The company has been investing in efficient sustainable nets and tracking systems, and has recently given $2000 to Local marine sanctuary as aid.",True,True,Cervantes-Kramer__2__0__Lomark Daily.txt,20,Cervantes-Kramer_Lomark Daily,0.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Aid,Marine_Sanctuary,Cervantes-Kramer,"The company has been investing in efficient sustainable nets and tracking systems, and has recently given $2000 to Local marine sanctuary as aid.",True,True,Cervantes-Kramer__2__0__Lomark Daily.txt,20,Cervantes-Kramer_Lomark Daily,0.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Efficiency,Cervantes-Kramer,"Cervantes-Kramer has also been investing in commodities such as efficiency, safety, and efficiency, demonstrating its commitment to improving its operations and reducing its environmental impact.",True,True,Cervantes-Kramer__2__0__Lomark Daily.txt,20,Cervantes-Kramer_Lomark Daily,0.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Safety,Cervantes-Kramer,"Cervantes-Kramer has also been investing in commodities such as efficiency, safety, and efficiency, demonstrating its commitment to improving its operations and reducing its environmental impact.",True,True,Cervantes-Kramer__2__0__Lomark Daily.txt,20,Cervantes-Kramer_Lomark Daily,0.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Safety,Cervantes-Kramer,"On June 8, 2035, the company allocated resources towards aiding marine sanctuaries, investing in safety, and promoting the use of sustainable nets.",True,True,Cervantes-Kramer__2__0__The News Buoy.txt,20,Cervantes-Kramer_The News Buoy,0.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Sustainable_nets,Cervantes-Kramer,"On June 8, 2035, the company allocated resources towards aiding marine sanctuaries, investing in safety, and promoting the use of sustainable nets.",True,True,Cervantes-Kramer__2__0__The News Buoy.txt,20,Cervantes-Kramer_The News Buoy,0.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Aid,Marine_Sanctuary,Cervantes-Kramer,"On June 8, 2035, the company allocated resources towards aiding marine sanctuaries, investing in safety, and promoting the use of sustainable nets.",True,True,Cervantes-Kramer__2__0__The News Buoy.txt,20,Cervantes-Kramer_The News Buoy,0.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Tracking_System,Cervantes-Kramer,"Furthermore, investments in tracking systems and efficiency further highlight Cervantes-Kramer's proactive stance towards enhancing operational sustainability.",True,True,Cervantes-Kramer__2__0__The News Buoy.txt,20,Cervantes-Kramer_The News Buoy,0.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Efficiency,Cervantes-Kramer,"Furthermore, investments in tracking systems and efficiency further highlight Cervantes-Kramer's proactive stance towards enhancing operational sustainability.",True,True,Cervantes-Kramer__2__0__The News Buoy.txt,20,Cervantes-Kramer_The News Buoy,0.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Efficiency,Cervantes-Kramer,"The commitment was reiterated on July 13, 2035, with additional investments in efficiency commodities and aid to marine sanctuaries, cementing Cervantes-Kramer's position as a leader in sustainable business practices.",True,True,Cervantes-Kramer__2__0__The News Buoy.txt,20,Cervantes-Kramer_The News Buoy,0.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Aid,Marine_Sanctuary,Cervantes-Kramer,"The commitment was reiterated on July 13, 2035, with additional investments in efficiency commodities and aid to marine sanctuaries, cementing Cervantes-Kramer's position as a leader in sustainable business practices.",True,True,Cervantes-Kramer__2__0__The News Buoy.txt,20,Cervantes-Kramer_The News Buoy,0.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Sustainable_nets,Cervantes-Kramer,The company has recently invested in efficient sustainable nets and tracking systems to ensure responsible and environmentally friendly fishing.,True,True,Cervantes-Kramer__2__1__Haacklee Herald.txt,21,Cervantes-Kramer_Haacklee Herald,0.6666666666666667,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Aid,Marine_Sanctuary,Cervantes-Kramer,"In addition, Cervantes-Kramer has provided $2000 to Local marine sanctuary as aid, demonstrating its commitment to preserving the marine ecosystem.",True,True,Cervantes-Kramer__2__1__Haacklee Herald.txt,21,Cervantes-Kramer_Haacklee Herald,0.6666666666666667,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Safety,Cervantes-Kramer,,False,True,Cervantes-Kramer__2__1__Haacklee Herald.txt,21,Cervantes-Kramer_Haacklee Herald,0.6666666666666667,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Safety,Cervantes-Kramer,,False,True,Cervantes-Kramer__2__1__Haacklee Herald.txt,21,Cervantes-Kramer_Haacklee Herald,0.6666666666666667,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Efficiency,Cervantes-Kramer,,False,True,Cervantes-Kramer__2__1__Haacklee Herald.txt,21,Cervantes-Kramer_Haacklee Herald,0.6666666666666667,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Efficiency,Cervantes-Kramer,,False,True,Cervantes-Kramer__2__1__Haacklee Herald.txt,21,Cervantes-Kramer_Haacklee Herald,0.6666666666666667,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Efficiency,Cervantes-Kramer,"Cervantes-Kramer, a well-known fishing leader in Oceanus, has been investing heavily in efficient and environmentally friendly nets, as well as a state-of-the-art tracking system.",True,True,Cervantes-Kramer__2__1__Lomark Daily.txt,21,Cervantes-Kramer_Lomark Daily,0.75,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Sustainable_nets,Cervantes-Kramer,"Cervantes-Kramer, a well-known fishing leader in Oceanus, has been investing heavily in efficient and environmentally friendly nets, as well as a state-of-the-art tracking system.",True,True,Cervantes-Kramer__2__1__Lomark Daily.txt,21,Cervantes-Kramer_Lomark Daily,0.75,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Tracking_System,Cervantes-Kramer,,False,True,Cervantes-Kramer__2__1__Lomark Daily.txt,21,Cervantes-Kramer_Lomark Daily,0.75,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Aid,Marine_Sanctuary,Cervantes-Kramer,,False,True,Cervantes-Kramer__2__1__Lomark Daily.txt,21,Cervantes-Kramer_Lomark Daily,0.75,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Aid,Marine_Sanctuary,Cervantes-Kramer,,False,True,Cervantes-Kramer__2__1__Lomark Daily.txt,21,Cervantes-Kramer_Lomark Daily,0.75,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Aid,Marine_Sanctuary,Cervantes-Kramer,,False,True,Cervantes-Kramer__2__1__Lomark Daily.txt,21,Cervantes-Kramer_Lomark Daily,0.75,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Safety,Cervantes-Kramer,,False,True,Cervantes-Kramer__2__1__Lomark Daily.txt,21,Cervantes-Kramer_Lomark Daily,0.75,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Safety,Cervantes-Kramer,,False,True,Cervantes-Kramer__2__1__Lomark Daily.txt,21,Cervantes-Kramer_Lomark Daily,0.75,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Sustainable_nets,Cervantes-Kramer,"The company has been investing in efficient sustainable nets, tracking systems, and has given $2000 to a local marine sanctuary as aid.",True,True,Cervantes-Kramer__2__1__The News Buoy.txt,21,Cervantes-Kramer_The News Buoy,0.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Tracking_System,Cervantes-Kramer,"The company has been investing in efficient sustainable nets, tracking systems, and has given $2000 to a local marine sanctuary as aid.",True,True,Cervantes-Kramer__2__1__The News Buoy.txt,21,Cervantes-Kramer_The News Buoy,0.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Aid,Marine_Sanctuary,Cervantes-Kramer,"The company has been investing in efficient sustainable nets, tracking systems, and has given $2000 to a local marine sanctuary as aid.",True,True,Cervantes-Kramer__2__1__The News Buoy.txt,21,Cervantes-Kramer_The News Buoy,0.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Sustainable_nets,Cervantes-Kramer,"On 2035:07:05, Cervantes-Kramer invested $10000 in sustainable nets for their fishing operations.",True,True,Cervantes-Kramer__2__1__The News Buoy.txt,21,Cervantes-Kramer_The News Buoy,0.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Invest,Tracking_System,Cervantes-Kramer,"On 2035:07:19, the company invested $5000 in a tracking system to monitor their fishing operations.",True,True,Cervantes-Kramer__2__1__The News Buoy.txt,21,Cervantes-Kramer_The News Buoy,0.0,ShadGPT,Greta Grass-Hill,2035-03-06T06:00:00
Transaction,Castillo-Elliott,Mcgee and Sons,,False,True,Mcgee and Sons__0__0__The News Buoy.txt,00,Mcgee and Sons_The News Buoy,1.0,BassLine,Jack Inch,2035-03-06T06:00:00
